Player,Nation,Position,Age,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Goals Made,Penalty Attempts,Yellow Cards,Red Cards,xG,npxG,xAG,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Receives,Goals Per 90,Assists Per 90,Goals + Assists Per 90,Non-Penalty Goals Per 90,Non-Penalty Goals + Assists Per 90,xG Per 90,xAG Per 90,xG + xAG Per 90,npxG Per 90,npxG + xAG Per 90,name_clean,position,foot,height_in_cm,current_club_domestic_competition_id,market_value_in_eur,highest_market_value_in_eur,image_url,url,match_name,fifa_name,fifa_full_name,fifa_birth_date,fifa_age,fifa_height_cm,fifa_weight_kgs,fifa_positions,fifa_nationality,fifa_overall_rating,fifa_potential,fifa_value_euro,fifa_wage_euro,fifa_preferred_foot,fifa_international_reputation(1-5),fifa_weak_foot(1-5),fifa_skill_moves(1-5),fifa_body_type,fifa_release_clause_euro,fifa_national_team,fifa_national_rating,fifa_national_team_position,fifa_national_jersey_number,fifa_crossing,fifa_finishing,fifa_heading_accuracy,fifa_short_passing,fifa_volleys,fifa_dribbling,fifa_curve,fifa_freekick_accuracy,fifa_long_passing,fifa_ball_control,fifa_acceleration,fifa_sprint_speed,fifa_agility,fifa_reactions,fifa_balance,fifa_shot_power,fifa_jumping,fifa_stamina,fifa_strength,fifa_long_shots,fifa_aggression,fifa_interceptions,fifa_positioning,fifa_vision,fifa_penalties,fifa_composure,fifa_marking,fifa_standing_tackle,fifa_sliding_tackle,fifa_match_fullname,fuzzy_match_score
Alexander Prass,AUT,DF,23,23,19,"1,566",17.4,0,1,1,0,0,0,1,0,0.9,0.9,2.8,3.6,28,63,66,0.0,0.06,0.06,0.0,0.06,0.05,0.16,0.21,0.05,0.21,alexander prass,Defender,left,180.0,L1,6500000.0,12000000.0,https://img.a.transfermarkt.technology/portrait/header/434116-1723921044.jpg?lm=1,https://www.transfermarkt.co.uk/alexander-prass/profil/spieler/434116,alexander prass,A. Fransson,Alexander Fransson,4/2/1994,24,154.94,73.9,"CM,CDM",Sweden,72,77,4100000.0,5000.0,Right,1,3,3,Lean,5400000.0,,,,,59,59,60,71,60,69,62,56,71,73,66,70,76,75,78,70,68,83,71,71,73,70,67,66,47,73,68,68,65,alexander fransson,85
Valentin Gendrey,FRA,DF,24,22,14,"1,414",15.7,1,1,2,1,0,0,1,0,1.1,1.1,1.8,2.9,24,49,86,0.06,0.06,0.13,0.06,0.13,0.07,0.12,0.19,0.07,0.19,valentin gendrey,Defender,right,179.0,L1,8500000.0,8500000.0,https://img.a.transfermarkt.technology/portrait/header/569387-1663745931.jpg?lm=1,https://www.transfermarkt.co.uk/valentin-gendrey/profil/spieler/569387,valentin gendrey,V. Gendrey,Valentin Gendrey,6/21/2000,18,152.4,74.8,RB,France,58,70,180000.0,1000.0,Right,1,2,2,Normal,396000.0,,,,,51,34,48,35,26,64,36,34,35,57,64,61,58,57,66,32,63,62,55,28,74,56,46,40,45,40,54,63,66,valentin gendrey,100
Florian Grillitsch,AUT,MT,28,8,8,601,6.7,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.3,4,44,4,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,florian grillitsch,Midfield,right,187.0,ES1,3000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/195736-1691269821.jpg?lm=1,https://www.transfermarkt.co.uk/florian-grillitsch/profil/spieler/195736,florian grillitsch,F. Grillitsch,Florian Grillitsch,8/7/1995,23,187.96,77.1,"CM,CDM",Austria,77,82,11500000.0,30000.0,Right,2,3,3,Lean,20400000.0,Austria,77.0,SUB,20.0,68,58,61,81,53,76,47,68,77,81,62,63,68,78,64,65,48,69,68,55,49,73,70,78,50,80,68,69,50,florian grillitsch,100
Dennis Geiger,GER,"MT,AT",26,20,7,734,8.2,0,0,0,0,0,0,4,0,0.2,0.2,0.5,0.6,12,37,21,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,dennis geiger,Midfield,right,173.0,L1,3000000.0,13000000.0,https://img.a.transfermarkt.technology/portrait/header/251309-1723921207.jpg?lm=1,https://www.transfermarkt.co.uk/dennis-geiger/profil/spieler/251309,dennis geiger,D. Geiger,Dennis Geiger,6/10/1998,20,172.72,64.9,CM,Germany,70,84,3900000.0,13000.0,Right,1,3,3,Lean,9000000.0,,,,,46,38,29,79,45,72,50,48,72,79,67,63,85,69,82,54,57,76,41,55,63,61,46,72,40,57,60,47,44,dennis geiger,100
Diadie Samassékou,MLI,MT,28,8,6,290,3.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,11,2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,diadie samassekou,Midfield,right,177.0,L1,1000000.0,20000000.0,https://img.a.transfermarkt.technology/portrait/header/315604-1657200749.jpg?lm=1,https://www.transfermarkt.co.uk/diadie-samassekou/profil/spieler/315604,diadie samassekou,D. Samassékou,Diadie Samassékou,1/11/1996,23,152.4,68.0,CDM,Mali,78,86,13000000.0,31000.0,Right,1,3,3,Lean,22100000.0,,,,,57,42,59,76,37,69,55,34,72,74,68,77,77,78,77,60,74,81,72,54,75,79,55,72,56,79,77,80,77,diadie samassékou,97
Andrey Santos,BRA,MT,20,32,32,"2,855",31.7,10,3,13,10,0,0,8,0,5.1,5.1,3.3,8.4,29,149,26,0.32,0.09,0.41,0.32,0.41,0.16,0.1,0.27,0.16,0.27,andrey santos,Midfield,right,180.0,FR1,25000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/743600-1732576153.png?lm=1,https://www.transfermarkt.co.uk/andrey-santos/profil/spieler/743600,andrey santos,André Santos,André Filipe Bernardes Santos,3/2/1989,30,154.94,73.0,"CM,CDM",Portugal,70,70,1700000.0,5000.0,Right,1,3,3,Normal,3600000.0,,,,,67,58,56,74,58,72,74,66,73,69,66,51,72,65,67,76,71,71,65,74,62,68,57,65,54,57,73,69,63,andré filipe bernardes santos,92
Mamadou Sarr,FRA,DF,18,27,27,"2,365",26.3,0,1,1,0,0,0,4,0,0.8,0.8,0.3,1.1,7,52,1,0.0,0.04,0.04,0.0,0.04,0.03,0.01,0.04,0.03,0.04,mamadou sarr,Defender,right,194.0,FR1,15000000.0,15000000.0,https://img.a.transfermarkt.technology/portrait/header/910905-1732575264.png?lm=1,https://www.transfermarkt.co.uk/mamadou-sarr/profil/spieler/910905,mamadou sarr,M. Sakho,Mamadou Sakho,2/13/1990,29,187.96,83.0,CB,France,79,80,11500000.0,58000.0,Left,3,2,2,Normal,22700000.0,France,84.0,SUB,5.0,58,23,74,77,20,50,50,30,69,63,49,55,50,70,54,51,75,70,91,38,87,81,36,61,40,76,74,82,78,mamadou sakho,80
Habib Diarra,SEN,"MT,AT",20,30,27,"2,352",26.1,4,5,9,2,2,2,6,0,3.3,1.8,4.5,6.3,61,116,114,0.15,0.19,0.34,0.08,0.27,0.13,0.17,0.3,0.07,0.24,habib diarra,Midfield,right,178.0,FR1,20000000.0,20000000.0,https://img.a.transfermarkt.technology/portrait/header/876631-1732576173.png?lm=1,https://www.transfermarkt.co.uk/habib-diarra/profil/spieler/876631,habib diarra,I. Diarra,Ibrahim Diarra,5/19/1998,20,172.72,67.1,"RW,LW",France,61,75,550000.0,5000.0,Left,1,2,3,Lean,1400000.0,,,,,58,58,42,51,47,71,53,42,49,62,79,78,77,50,85,66,45,50,30,46,30,23,54,51,57,51,20,22,19,ibrahim diarra,80
Sebastian Nanasi,SWE,"MT,AT",22,31,26,"2,107",23.4,6,4,10,6,0,0,1,0,6.5,6.5,4.9,11.4,53,126,127,0.26,0.17,0.43,0.26,0.43,0.28,0.21,0.49,0.28,0.49,sebastian nanasi,Midfield,right,178.0,FR1,15000000.0,15000000.0,https://img.a.transfermarkt.technology/portrait/header/579928-1732576164.png?lm=1,https://www.transfermarkt.co.uk/sebastian-nanasi/profil/spieler/579928,sebastian nanasi,S. Mai,Sebastian Mai,12/10/1993,25,195.58,93.0,"CB,ST,CM",Germany,64,69,500000.0,1000.0,Right,1,2,2,Stocky,763000.0,,,,,23,30,73,38,35,25,22,24,39,33,34,34,29,59,29,50,31,52,92,33,87,57,36,31,23,48,62,65,59,sebastian mai,83
Valentín Barco,ARG,"MT,DF",20,14,14,"1,157",12.9,0,2,2,0,0,0,2,0,0.5,0.5,1.5,2.0,20,64,55,0.0,0.16,0.16,0.0,0.16,0.04,0.11,0.15,0.04,0.15,valentin barco,Defender,left,170.0,FR1,8000000.0,13000000.0,https://img.a.transfermarkt.technology/portrait/header/849410-1683292377.jpg?lm=1,https://www.transfermarkt.co.uk/valentin-barco/profil/spieler/849410,valentin barco,V. Jacob,Valentin Jacob,6/15/1994,24,170.18,67.1,CAM,France,66,71,850000.0,2000.0,Right,1,2,3,Lean,1600000.0,,,,,52,58,34,65,67,64,62,65,57,66,76,69,74,62,83,61,56,64,40,55,36,42,61,71,62,68,44,49,38,valentin jacob,86
Karl-Johan Johnsson,SWE,GB,34,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,karl johan johnsson,Goalkeeper,right,188.0,FR1,400000.0,2500000.0,https://img.a.transfermarkt.technology/portrait/header/112822-1732486706.png?lm=1,https://www.transfermarkt.co.uk/karl-johan-johnsson/profil/spieler/112822,karl johan johnsson,K. Johnsson,Karl-Johan Johnsson,1/28/1990,29,187.96,83.9,GK,Sweden,73,74,3200000.0,15000.0,Right,1,2,1,Normal,6700000.0,Sweden,76.0,SUB,12.0,11,13,19,26,19,16,12,11,38,22,50,49,45,63,32,21,71,45,69,13,35,20,16,49,17,56,15,14,12,karl-johan johnsson,100
Andrey Santos,BRA,MT,20,32,32,"2,855",31.7,10,3,13,10,0,0,8,0,5.1,5.1,3.3,8.4,29,149,26,0.32,0.09,0.41,0.32,0.41,0.16,0.1,0.27,0.16,0.27,andrey santos,Midfield,right,180.0,FR1,25000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/743600-1732576153.png?lm=1,https://www.transfermarkt.co.uk/andrey-santos/profil/spieler/743600,andrey santos,André Santos,André Filipe Bernardes Santos,3/2/1989,30,154.94,73.0,"CM,CDM",Portugal,70,70,1700000.0,5000.0,Right,1,3,3,Normal,3600000.0,,,,,67,58,56,74,58,72,74,66,73,69,66,51,72,65,67,76,71,71,65,74,62,68,57,65,54,57,73,69,63,andré filipe bernardes santos,92
Mamadou Sarr,FRA,DF,18,27,27,"2,365",26.3,0,1,1,0,0,0,4,0,0.8,0.8,0.3,1.1,7,52,1,0.0,0.04,0.04,0.0,0.04,0.03,0.01,0.04,0.03,0.04,mamadou sarr,Defender,right,194.0,FR1,15000000.0,15000000.0,https://img.a.transfermarkt.technology/portrait/header/910905-1732575264.png?lm=1,https://www.transfermarkt.co.uk/mamadou-sarr/profil/spieler/910905,mamadou sarr,M. Sakho,Mamadou Sakho,2/13/1990,29,187.96,83.0,CB,France,79,80,11500000.0,58000.0,Left,3,2,2,Normal,22700000.0,France,84.0,SUB,5.0,58,23,74,77,20,50,50,30,69,63,49,55,50,70,54,51,75,70,91,38,87,81,36,61,40,76,74,82,78,mamadou sakho,80
Habib Diarra,SEN,"MT,AT",20,30,27,"2,352",26.1,4,5,9,2,2,2,6,0,3.3,1.8,4.5,6.3,61,116,114,0.15,0.19,0.34,0.08,0.27,0.13,0.17,0.3,0.07,0.24,habib diarra,Midfield,right,178.0,FR1,20000000.0,20000000.0,https://img.a.transfermarkt.technology/portrait/header/876631-1732576173.png?lm=1,https://www.transfermarkt.co.uk/habib-diarra/profil/spieler/876631,habib diarra,I. Diarra,Ibrahim Diarra,5/19/1998,20,172.72,67.1,"RW,LW",France,61,75,550000.0,5000.0,Left,1,2,3,Lean,1400000.0,,,,,58,58,42,51,47,71,53,42,49,62,79,78,77,50,85,66,45,50,30,46,30,23,54,51,57,51,20,22,19,ibrahim diarra,80
Sebastian Nanasi,SWE,"MT,AT",22,31,26,"2,107",23.4,6,4,10,6,0,0,1,0,6.5,6.5,4.9,11.4,53,126,127,0.26,0.17,0.43,0.26,0.43,0.28,0.21,0.49,0.28,0.49,sebastian nanasi,Midfield,right,178.0,FR1,15000000.0,15000000.0,https://img.a.transfermarkt.technology/portrait/header/579928-1732576164.png?lm=1,https://www.transfermarkt.co.uk/sebastian-nanasi/profil/spieler/579928,sebastian nanasi,S. Mai,Sebastian Mai,12/10/1993,25,195.58,93.0,"CB,ST,CM",Germany,64,69,500000.0,1000.0,Right,1,2,2,Stocky,763000.0,,,,,23,30,73,38,35,25,22,24,39,33,34,34,29,59,29,50,31,52,92,33,87,57,36,31,23,48,62,65,59,sebastian mai,83
Valentín Barco,ARG,"MT,DF",20,14,14,"1,157",12.9,0,2,2,0,0,0,2,0,0.5,0.5,1.5,2.0,20,64,55,0.0,0.16,0.16,0.0,0.16,0.04,0.11,0.15,0.04,0.15,valentin barco,Defender,left,170.0,FR1,8000000.0,13000000.0,https://img.a.transfermarkt.technology/portrait/header/849410-1683292377.jpg?lm=1,https://www.transfermarkt.co.uk/valentin-barco/profil/spieler/849410,valentin barco,V. Jacob,Valentin Jacob,6/15/1994,24,170.18,67.1,CAM,France,66,71,850000.0,2000.0,Right,1,2,3,Lean,1600000.0,,,,,52,58,34,65,67,64,62,65,57,66,76,69,74,62,83,61,56,64,40,55,36,42,61,71,62,68,44,49,38,valentin jacob,86
Karl-Johan Johnsson,SWE,GB,34,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,karl johan johnsson,Goalkeeper,right,188.0,FR1,400000.0,2500000.0,https://img.a.transfermarkt.technology/portrait/header/112822-1732486706.png?lm=1,https://www.transfermarkt.co.uk/karl-johan-johnsson/profil/spieler/112822,karl johan johnsson,K. Johnsson,Karl-Johan Johnsson,1/28/1990,29,187.96,83.9,GK,Sweden,73,74,3200000.0,15000.0,Right,1,2,1,Normal,6700000.0,Sweden,76.0,SUB,12.0,11,13,19,26,19,16,12,11,38,22,50,49,45,63,32,21,71,45,69,13,35,20,16,49,17,56,15,14,12,karl-johan johnsson,100
Jordan Pickford,ENG,GB,30,38,38,"3,420",38.0,0,1,1,0,0,0,7,0,0.0,0.0,0.4,0.4,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,jordan pickford,Goalkeeper,left,185.0,GB1,20000000.0,40000000.0,https://img.a.transfermarkt.technology/portrait/header/130164-1668499964.jpg?lm=1,https://www.transfermarkt.co.uk/jordan-pickford/profil/spieler/130164,jordan pickford,J. Pickford,Jordan Pickford,3/7/1994,25,185.42,77.1,GK,England,83,88,25000000.0,78000.0,Left,1,4,1,Normal,49400000.0,England,82.0,GK,1.0,17,19,15,55,20,14,18,16,55,40,53,44,55,83,55,31,72,45,70,13,30,24,18,68,41,69,16,20,12,jordan pickford,100
Vitaliy Mykolenko,UKR,DF,25,35,35,"3,082",34.2,1,2,3,1,0,0,4,0,0.5,0.5,2.6,3.1,33,110,99,0.03,0.06,0.09,0.03,0.09,0.01,0.08,0.09,0.01,0.09,vitaliy mykolenko,Defender,left,180.0,GB1,28000000.0,28000000.0,https://img.a.transfermarkt.technology/portrait/header/404842-1708012303.jpg?lm=1,https://www.transfermarkt.co.uk/vitaliy-mykolenko/profil/spieler/404842,vitaliy mykolenko,V. Mykolenko,Vitaliy Mykolenko,5/29/1999,19,154.94,71.2,"LB,CB",Ukraine,66,81,1200000.0,1000.0,Left,1,2,2,Lean,3400000.0,,,,,71,44,49,63,27,47,32,32,55,64,70,71,58,67,67,27,62,68,57,39,47,65,41,44,35,53,64,63,65,vitaliy mykolenko,100
James Tarkowski,ENG,DF,31,33,33,"2,922",32.5,1,1,2,1,0,0,6,0,1.3,1.3,2.9,4.2,9,75,3,0.03,0.03,0.06,0.03,0.06,0.04,0.09,0.13,0.04,0.13,james tarkowski,Defender,right,185.0,GB1,10000000.0,28000000.0,https://img.a.transfermarkt.technology/portrait/header/173504-1655979328.jpg?lm=1,https://www.transfermarkt.co.uk/james-tarkowski/profil/spieler/173504,james tarkowski,J. Tarkowski,James Tarkowski,11/19/1992,26,193.04,81.2,CB,England,79,82,13500000.0,53000.0,Right,1,4,2,Normal,26700000.0,,,,,59,36,80,72,40,65,54,57,72,69,55,63,58,75,57,63,82,70,81,38,79,79,43,66,52,78,79,80,79,james tarkowski,100
Abdoulaye Doucouré,MLI,MT,31,33,31,"2,564",28.5,3,2,5,3,0,0,5,1,4.1,4.1,2.4,6.6,42,82,96,0.11,0.07,0.18,0.11,0.18,0.15,0.09,0.23,0.15,0.23,abdoulaye doucoure,Midfield,right,183.0,GB1,8000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/127187-1687966805.jpg?lm=1,https://www.transfermarkt.co.uk/abdoulaye-doucoure/profil/spieler/127187,abdoulaye doucoure,A. Doucouré,Abdoulaye Doucouré,1/1/1993,26,182.88,76.2,"CDM,CM",France,81,85,19500000.0,60000.0,Right,2,3,3,Lean,38500000.0,,,,,68,73,66,82,68,78,41,42,74,80,63,70,60,77,69,84,72,93,81,75,78,82,73,77,54,74,79,83,75,abdoulaye doucouré,97
Jack Harrison,ENG,AT,27,34,24,"2,076",23.1,1,0,1,1,0,0,0,0,3.5,3.5,3.7,7.2,73,51,127,0.04,0.0,0.04,0.04,0.04,0.15,0.16,0.31,0.15,0.31,jack harrison,Attack,left,175.0,GB1,16000000.0,28000000.0,https://img.a.transfermarkt.technology/portrait/header/417346-1711746777.jpg?lm=1,https://www.transfermarkt.co.uk/jack-harrison/profil/spieler/417346,jack harrison,J. Harrison,Jack Harrison,11/20/1996,22,175.26,69.9,"RM,RW,LM",England,71,80,3700000.0,43000.0,Left,1,2,3,Normal,,,,,,67,66,43,66,59,74,69,56,60,70,86,78,80,65,77,67,61,77,60,56,59,36,68,62,64,63,37,39,48,jack harrison,100
Ashley Young,ENG,DF,39,32,19,"1,875",20.8,1,3,4,1,0,0,7,1,0.3,0.3,2.3,2.6,24,90,32,0.05,0.14,0.19,0.05,0.19,0.01,0.11,0.12,0.01,0.12,ashley young,Defender,both,175.0,GB1,500000.0,27000000.0,https://img.a.transfermarkt.technology/portrait/header/14086-1700736434.jpg?lm=1,https://www.transfermarkt.co.uk/ashley-young/profil/spieler/14086,ashley young,A. Young,Ashley Young,7/9/1985,33,175.26,64.9,"RB,LB",England,79,79,7000000.0,110000.0,Right,2,3,4,Lean,13300000.0,England,82.0,SUB,18.0,83,64,57,78,71,77,86,75,69,78,77,74,76,79,76,75,55,75,67,65,83,77,68,74,60,74,76,78,75,ashley young,100
Dominic Calvert-Lewin,ENG,AT,27,26,19,"1,609",17.9,3,1,4,3,0,0,2,0,6.7,6.7,0.6,7.4,23,20,112,0.17,0.06,0.22,0.17,0.22,0.38,0.04,0.41,0.38,0.41,dominic calvert lewin,Attack,right,189.0,GB1,20000000.0,45000000.0,https://img.a.transfermarkt.technology/portrait/header/306024-1685705768.jpg?lm=1,https://www.transfermarkt.co.uk/dominic-calvert-lewin/profil/spieler/306024,dominic calvert lewin,D. Calvert-Lewin,Dominic Calvert-Lewin,3/16/1997,21,187.96,71.2,"ST,LM",England,75,82,9500000.0,60000.0,Right,1,3,3,Lean,20000000.0,,,,,63,69,78,68,63,76,51,42,40,75,80,86,73,74,64,76,79,77,77,61,70,34,75,62,54,66,38,31,23,dominic calvert-lewin,100
James Garner,ENG,"MT,DF",23,21,17,"1,594",17.7,0,1,1,0,0,0,5,0,0.7,0.7,1.4,2.1,15,50,30,0.0,0.06,0.06,0.0,0.06,0.04,0.08,0.12,0.04,0.12,james garner,Midfield,right,182.0,GB1,20000000.0,22000000.0,https://img.a.transfermarkt.technology/portrait/header/505219-1662067244.jpg?lm=1,https://www.transfermarkt.co.uk/james-garner/profil/spieler/505219,james garner,J. Garner,James Garner,3/13/2001,17,182.88,74.8,"CDM,CM,CB",England,63,83,650000.0,7000.0,Right,1,3,2,Lean,1900000.0,,,,,53,51,53,65,50,54,54,44,63,60,66,67,64,62,59,54,57,63,61,54,64,59,53,63,64,65,61,61,58,james garner,100
Jake O'Brien,IRL,DF,23,20,17,"1,571",17.5,2,0,2,2,0,0,5,0,0.8,0.8,0.6,1.3,7,50,25,0.11,0.0,0.11,0.11,0.11,0.04,0.03,0.08,0.04,0.08,jake o'brien,Defender,right,197.0,GB1,15000000.0,15000000.0,https://img.a.transfermarkt.technology/portrait/header/711544-1662362868.jpg?lm=1,https://www.transfermarkt.co.uk/jake-obrien/profil/spieler/711544,jake o'brien,J. O'Brien,Joey O'Brien,2/17/1986,33,154.94,69.9,"RB,CB",Republic of Ireland,62,62,170000.0,1000.0,Right,1,3,2,Normal,264000.0,,,,,61,41,63,64,49,62,63,37,59,60,46,42,53,66,64,47,70,60,69,39,71,65,52,57,55,65,66,66,63,joey o'brien,86
Beto,GNB,AT,26,30,15,"1,534",17.0,8,0,8,8,0,0,2,0,8.2,8.2,1.2,9.4,15,16,77,0.47,0.0,0.47,0.47,0.47,0.48,0.07,0.55,0.48,0.55,beto,Attack,right,194.0,GB1,20000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/595809-1711746870.jpg?lm=1,https://www.transfermarkt.co.uk/beto/profil/spieler/595809,beto,Beto,António Alberto Bastos Pimparel,5/1/1982,36,182.88,81.2,GK,Portugal,76,76,1000000.0,12000.0,Right,2,3,1,Normal,2100000.0,Portugal,82.0,SUB,22.0,17,12,22,36,17,14,23,10,32,18,47,34,69,74,35,25,67,40,52,12,29,12,12,47,23,68,17,19,10,antónio alberto bastos pimparel,100
Dwight McNeil,ENG,"MT,AT",24,21,15,"1,371",15.2,4,6,10,4,0,0,1,0,1.1,1.1,5.2,6.3,38,69,80,0.26,0.39,0.66,0.26,0.66,0.07,0.34,0.41,0.07,0.41,dwight mcneil,Midfield,left,183.0,GB1,25000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/584769-1700651579.jpg?lm=1,https://www.transfermarkt.co.uk/dwight-mcneil/profil/spieler/584769,dwight mcneil,D. McNeil,Dwight McNeil,11/22/1999,19,182.88,68.0,LM,England,69,81,1700000.0,11000.0,Left,1,2,3,Lean,3700000.0,,,,,69,61,59,68,57,71,66,59,64,68,76,75,73,63,77,67,68,72,65,63,55,43,65,67,58,70,45,48,43,dwight mcneil,100
Jesper Lindstrøm,DEN,AT,24,25,15,"1,239",13.8,0,1,1,0,0,0,2,0,2.1,2.1,2.0,4.1,30,25,81,0.0,0.07,0.07,0.0,0.07,0.15,0.15,0.3,0.15,0.3,jesper lindstrøm,Attack,right,182.0,GB1,20000000.0,28000000.0,https://img.a.transfermarkt.technology/portrait/header/513245-1663065433.jpg?lm=1,https://www.transfermarkt.co.uk/jesper-lindstrom/profil/spieler/513245,jesper lindstrøm,J. Lindstrøm,Jesper Lindstrøm,2/29/2000,19,182.88,64.0,"CAM,ST,CM",Denmark,52,72,100000.0,2000.0,Right,1,3,2,Normal,225000.0,,,,,42,44,39,60,42,50,44,41,51,48,68,70,54,44,74,45,50,49,34,32,49,27,41,56,45,54,37,40,44,jesper lindstrøm,100
Orel Mangala,BEL,MT,26,19,14,"1,261",14.0,1,0,1,1,0,0,2,0,1.1,1.1,0.6,1.8,6,34,19,0.07,0.0,0.07,0.07,0.07,0.08,0.05,0.13,0.08,0.13,orel mangala,Midfield,right,178.0,GB1,20000000.0,22000000.0,https://img.a.transfermarkt.technology/portrait/header/289592-1657181518.jpg?lm=1,https://www.transfermarkt.co.uk/orel-mangala/profil/spieler/289592,orel mangala,O. Mangala,Orel Mangala,3/18/1998,20,152.4,78.0,"CM,CDM",Belgium,73,84,7000000.0,19000.0,Right,1,4,3,Normal,,,,,,63,38,51,75,51,77,57,50,69,77,75,69,76,72,68,65,66,78,69,62,65,67,60,75,42,71,73,65,59,orel mangala,100
Michael Keane,ENG,DF,31,14,11,"1,049",11.7,3,0,3,3,0,0,5,0,0.6,0.6,0.1,0.7,1,14,3,0.26,0.0,0.26,0.26,0.26,0.05,0.01,0.06,0.05,0.06,michael keane,Defender,right,188.0,GB1,6000000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/118534-1687967021.jpg?lm=1,https://www.transfermarkt.co.uk/michael-keane/profil/spieler/118534,michael keane,M. Keane,Michael Keane,1/11/1993,26,190.5,82.1,CB,England,79,82,13500000.0,84000.0,Right,2,3,2,Normal,26700000.0,,,,,60,50,81,71,40,66,53,33,69,69,58,65,59,75,62,58,82,68,85,46,68,80,29,56,48,71,79,81,80,michael keane,100
Séamus Coleman,IRL,DF,35,5,3,215,2.4,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,1,11,7,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,seamus coleman,Defender,right,177.0,GB1,500000.0,19000000.0,https://img.a.transfermarkt.technology/portrait/header/68390-1627488566.jpg?lm=1,https://www.transfermarkt.co.uk/seamus-coleman/profil/spieler/68390,seamus coleman,S. Coleman,Séamus Coleman,10/11/1988,30,152.4,77.1,RB,Republic of Ireland,79,79,9500000.0,92000.0,Right,2,3,3,Normal,18100000.0,Republic of Ireland,74.0,RWB,2.0,82,61,69,78,64,79,60,53,70,78,77,75,73,79,74,75,71,75,69,66,78,79,75,70,55,82,77,82,80,séamus coleman,96
Oliver Baumann,GER,GB,34,28,28,"2,520",28.0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,1.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,oliver baumann,Goalkeeper,right,187.0,L1,3000000.0,10000000.0,https://img.a.transfermarkt.technology/portrait/header/55089-1657200130.jpg?lm=1,https://www.transfermarkt.co.uk/oliver-baumann/profil/spieler/55089,oliver baumann,O. Baumann,Oliver Baumann,6/2/1990,28,187.96,82.1,GK,Germany,83,84,21000000.0,42000.0,Right,2,1,1,Normal,37300000.0,,,,,14,11,16,30,11,19,12,11,25,17,47,51,45,81,43,21,73,39,69,13,32,21,10,41,22,52,15,18,14,oliver baumann,100
Kevin Akpoguma,NGA,DF,29,32,23,"2,220",24.7,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.4,14,98,16,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02,kevin akpoguma,Defender,right,192.0,L1,2500000.0,12000000.0,https://img.a.transfermarkt.technology/portrait/header/160241-1723920979.jpg?lm=1,https://www.transfermarkt.co.uk/kevin-akpoguma/profil/spieler/160241,kevin akpoguma,K. Akpoguma,Kevin Akpoguma,4/19/1995,23,193.04,84.8,CB,Germany,75,81,8000000.0,24000.0,Right,1,4,2,Normal,,,,,,60,45,70,65,35,59,31,27,60,63,69,78,54,73,51,70,55,67,78,38,69,74,45,38,48,60,77,78,76,kevin akpoguma,100
Alexander Prass,AUT,DF,23,23,19,"1,566",17.4,0,1,1,0,0,0,1,0,0.9,0.9,2.8,3.6,28,63,66,0.0,0.06,0.06,0.0,0.06,0.05,0.16,0.21,0.05,0.21,alexander prass,Defender,left,180.0,L1,6500000.0,12000000.0,https://img.a.transfermarkt.technology/portrait/header/434116-1723921044.jpg?lm=1,https://www.transfermarkt.co.uk/alexander-prass/profil/spieler/434116,alexander prass,A. Fransson,Alexander Fransson,4/2/1994,24,154.94,73.9,"CM,CDM",Sweden,72,77,4100000.0,5000.0,Right,1,3,3,Lean,5400000.0,,,,,59,59,60,71,60,69,62,56,71,73,66,70,76,75,78,70,68,83,71,71,73,70,67,66,47,73,68,68,65,alexander fransson,85
