Unnamed: 0,Player,Nation,Position,Age,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Goals Made,Penalty Attempts,Yellow Cards,Red Cards,xG,npxG,xAG,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Receives,Goals Per 90,Assists Per 90,Goals + Assists Per 90,Non-Penalty Goals Per 90,Non-Penalty Goals + Assists Per 90,xG Per 90,xAG Per 90,xG + xAG Per 90,npxG Per 90,npxG + xAG Per 90,name_clean,position,foot,height_in_cm,current_club_domestic_competition_id,market_value_in_eur,highest_market_value_in_eur,image_url,url
65,Reiss Nelson,ENG,AT,24,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reiss nelson,Attack,right,175.0,GB1,18000000.0,18000000.0,https://img.a.transfermarkt.technology/portrait/header/340325-1667418642.jpg?lm=1,https://www.transfermarkt.co.uk/reiss-nelson/profil/spieler/340325
66,Bruno Guimarães,BRA,MT,26,38,38,"3,271",36.3,5,6,11,5,0,0,7,0,4.3,4.3,6.1,10.4,64,271,96,0.14,0.17,0.3,0.14,0.3,0.12,0.17,0.29,0.12,0.29,bruno guimaraes,Midfield,right,182.0,GB1,80000000.0,85000000.0,https://img.a.transfermarkt.technology/portrait/header/520624-1668522672.jpg?lm=1,https://www.transfermarkt.co.uk/bruno-guimaraes/profil/spieler/520624
67,Dan Burn,ENG,DF,32,37,37,"3,330",37.0,1,1,2,1,0,0,11,0,2.0,2.0,0.9,2.8,12,75,14,0.03,0.03,0.05,0.03,0.05,0.05,0.02,0.08,0.05,0.08,dan burn,Defender,left,201.0,GB1,7000000.0,12000000.0,https://img.a.transfermarkt.technology/portrait/header/134270-1682340860.jpg?lm=1,https://www.transfermarkt.co.uk/dan-burn/profil/spieler/134270
68,Alexander Isak,SWE,AT,24,34,34,"2,756",30.6,23,6,29,19,4,4,1,0,20.3,17.2,4.3,21.6,83,88,217,0.75,0.2,0.95,0.62,0.82,0.66,0.14,0.81,0.56,0.7,alexander isak,Attack,right,192.0,GB1,100000000.0,100000000.0,https://img.a.transfermarkt.technology/portrait/header/349066-1680791339.jpg?lm=1,https://www.transfermarkt.co.uk/alexander-isak/profil/spieler/349066
69,Fabian Schär,SUI,DF,32,34,33,"2,934",32.6,4,0,4,4,0,0,9,1,3.7,3.7,0.4,4.1,18,118,22,0.12,0.0,0.12,0.12,0.12,0.11,0.01,0.13,0.11,0.13,fabian schar,Defender,right,186.0,GB1,9000000.0,16000000.0,https://img.a.transfermarkt.technology/portrait/header/135343-1667990394.jpg?lm=1,https://www.transfermarkt.co.uk/fabian-schar/profil/spieler/135343
71,Jacob Murphy,ENG,AT,29,35,31,"2,360",26.2,8,12,20,8,0,0,4,0,5.7,5.7,8.9,14.6,79,83,231,0.31,0.46,0.76,0.31,0.76,0.22,0.34,0.56,0.22,0.56,jacob murphy,Attack,right,179.0,GB1,16000000.0,16000000.0,https://img.a.transfermarkt.technology/portrait/header/199527-1674210561.jpg?lm=1,https://www.transfermarkt.co.uk/jacob-murphy/profil/spieler/199527
72,Joelinton,BRA,"MT,AT",27,29,29,"2,393",26.6,4,3,7,4,0,0,10,0,3.9,3.9,2.5,6.4,40,116,110,0.15,0.11,0.26,0.15,0.26,0.15,0.09,0.24,0.15,0.24,joelinton,Midfield,right,186.0,GB1,40000000.0,42000000.0,https://img.a.transfermarkt.technology/portrait/header/333241-1674210135.jpg?lm=1,https://www.transfermarkt.co.uk/joelinton/profil/spieler/333241
73,Sandro Tonali,ITA,MT,24,36,28,"2,630",29.2,4,2,6,4,0,0,5,0,4.4,4.4,2.2,6.6,37,128,53,0.14,0.07,0.21,0.14,0.21,0.15,0.07,0.22,0.15,0.22,sandro tonali,Midfield,right,181.0,GB1,45000000.0,60000000.0,https://img.a.transfermarkt.technology/portrait/header/397033-1688389270.jpg?lm=1,https://www.transfermarkt.co.uk/sandro-tonali/profil/spieler/397033
74,Nick Pope,ENG,GB,32,28,28,"2,520",28.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nick pope,Goalkeeper,right,198.0,GB1,10000000.0,20000000.0,https://img.a.transfermarkt.technology/portrait/header/192080-1663841362.jpg?lm=1,https://www.transfermarkt.co.uk/nick-pope/profil/spieler/192080
75,Lewis Hall,ENG,DF,19,27,24,"2,189",24.3,0,4,4,0,0,0,3,0,0.4,0.4,4.3,4.7,41,123,80,0.0,0.16,0.16,0.0,0.16,0.02,0.18,0.19,0.02,0.19,lewis hall,Defender,left,179.0,GB1,30000000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/670858-1699385942.jpg?lm=1,https://www.transfermarkt.co.uk/lewis-hall/profil/spieler/670858
76,Harvey Barnes,ENG,AT,26,33,17,"1,755",19.5,9,4,13,9,0,0,0,0,7.2,7.2,4.0,11.2,93,83,192,0.46,0.21,0.67,0.46,0.67,0.37,0.2,0.57,0.37,0.57,harvey barnes,Attack,right,182.0,GB1,30000000.0,35000000.0,https://img.a.transfermarkt.technology/portrait/header/398065-1700650664.jpg?lm=1,https://www.transfermarkt.co.uk/harvey-barnes/profil/spieler/398065
77,Kieran Trippier,ENG,DF,33,25,14,"1,309",14.5,0,3,3,0,0,0,1,0,0.1,0.1,1.4,1.5,26,117,58,0.0,0.21,0.21,0.0,0.21,0.01,0.1,0.1,0.01,0.1,kieran trippier,Defender,right,173.0,GB1,5000000.0,35000000.0,https://img.a.transfermarkt.technology/portrait/header/95810-1696454076.jpg?lm=1,https://www.transfermarkt.co.uk/kieran-trippier/profil/spieler/95810
78,Joe Willock,ENG,"MT,AT",24,32,11,"1,086",12.1,0,2,2,0,0,0,4,0,1.6,1.6,2.1,3.8,38,41,86,0.0,0.17,0.17,0.0,0.17,0.14,0.18,0.31,0.14,0.31,joe willock,Midfield,right,186.0,GB1,28000000.0,38000000.0,https://img.a.transfermarkt.technology/portrait/header/340329-1683890024.jpg?lm=1,https://www.transfermarkt.co.uk/joe-willock/profil/spieler/340329
79,Martin Dúbravka,SVK,GB,35,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,martin dubravka,Goalkeeper,right,191.0,GB1,1000000.0,7500000.0,https://img.a.transfermarkt.technology/portrait/header/74960-1700237195.jpg?lm=1,https://www.transfermarkt.co.uk/martin-dubravka/profil/spieler/74960
80,Sean Longstaff,ENG,MT,26,25,8,798,8.9,0,0,0,0,0,0,2,0,0.6,0.6,0.2,0.8,4,40,22,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,sean longstaff,Midfield,right,187.0,GB1,22000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/346707-1682341336.jpg?lm=1,https://www.transfermarkt.co.uk/sean-longstaff/profil/spieler/346707
81,Sven Botman,NED,DF,24,8,6,412,4.6,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1.1,0,7,0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.24,0.12,0.24,sven botman,Defender,left,195.0,GB1,45000000.0,45000000.0,https://img.a.transfermarkt.technology/portrait/header/361093-1683290679.jpg?lm=1,https://www.transfermarkt.co.uk/sven-botman/profil/spieler/361093
82,Lloyd Kelly,ENG,DF,25,10,4,303,3.4,0,1,1,0,0,0,2,0,0.4,0.4,0.5,0.9,0,9,5,0.0,0.3,0.3,0.0,0.3,0.12,0.14,0.26,0.12,0.26,lloyd kelly,Defender,left,189.0,IT1,18000000.0,18000000.0,https://img.a.transfermarkt.technology/portrait/header/480116-1739281396.jpg?lm=1,https://www.transfermarkt.co.uk/lloyd-kelly/profil/spieler/480116
83,Callum Wilson,ENG,AT,32,18,2,370,4.1,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,5,4,17,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,callum wilson,Attack,right,180.0,GB1,11000000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/123682-1668090039.jpg?lm=1,https://www.transfermarkt.co.uk/callum-wilson/profil/spieler/123682
84,Emil Krafth,SWE,DF,29,12,2,342,3.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,5,8,3,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,emil krafth,Defender,right,184.0,GB1,2500000.0,5000000.0,https://img.a.transfermarkt.technology/portrait/header/184528-1674210829.jpg?lm=1,https://www.transfermarkt.co.uk/emil-krafth/profil/spieler/184528
85,Lewis Miley,ENG,MT,18,14,1,313,3.5,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.6,2,17,8,0.29,0.0,0.29,0.29,0.29,0.16,0.01,0.16,0.16,0.16,lewis miley,Midfield,right,189.0,GB1,22000000.0,22000000.0,https://img.a.transfermarkt.technology/portrait/header/922769-1696453881.jpg?lm=1,https://www.transfermarkt.co.uk/lewis-miley/profil/spieler/922769
86,Miguel Almirón,PAR,AT,30,9,1,157,1.7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,3,6,18,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.45,0.3,0.45,miguel almiron,Attack,left,174.0,GB1,20000000.0,35000000.0,https://img.a.transfermarkt.technology/portrait/header/272999-1674210265.jpg?lm=1,https://www.transfermarkt.co.uk/miguel-almiron/profil/spieler/272999
87,William Osula,DEN,AT,20,14,0,134,1.5,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,5,4,17,0.67,0.0,0.67,0.67,0.67,0.11,0.1,0.21,0.11,0.21,william osula,Attack,right,191.0,GB1,7000000.0,7000000.0,https://img.a.transfermarkt.technology/portrait/header/609556-1693217416.jpg?lm=1,https://www.transfermarkt.co.uk/william-osula/profil/spieler/609556
88,Matt Targett,ENG,DF,28,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,matt targett,Defender,left,183.0,GB1,8000000.0,17000000.0,https://img.a.transfermarkt.technology/portrait/header/250478-1643653374.jpg?lm=1,https://www.transfermarkt.co.uk/matt-targett/profil/spieler/250478
89,Álex Remiro,ESP,GB,29,36,36,"3,240",36.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,alex remiro,Goalkeeper,right,191.0,ES1,25000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/212862-1694594210.jpg?lm=1,https://www.transfermarkt.co.uk/alex-remiro/profil/spieler/212862
90,Martín Zubimendi,ESP,MT,25,36,33,"2,962",32.9,2,1,3,2,0,0,6,0,2.6,2.6,1.1,3.7,38,195,43,0.06,0.03,0.09,0.06,0.09,0.08,0.03,0.11,0.08,0.11,martin zubimendi,Midfield,right,181.0,ES1,60000000.0,60000000.0,https://img.a.transfermarkt.technology/portrait/header/423440-1684149419.jpg?lm=1,https://www.transfermarkt.co.uk/martin-zubimendi/profil/spieler/423440
91,Sergio Gómez,ESP,"MT,DF",23,37,31,"2,738",30.4,2,5,7,2,0,0,4,0,1.9,1.9,8.9,10.8,43,93,154,0.07,0.16,0.23,0.07,0.23,0.06,0.29,0.35,0.06,0.35,sergio gomez,Attack,left,171.0,ES1,20000000.0,20000000.0,https://img.a.transfermarkt.technology/portrait/header/366930-1727678534.jpg?lm=1,https://www.transfermarkt.co.uk/sergio-gomez/profil/spieler/366930
92,Jon Aramburu,VEN,DF,22,35,28,"2,460",27.3,1,1,2,1,0,0,8,0,0.4,0.4,1.1,1.6,26,97,53,0.04,0.04,0.07,0.04,0.07,0.02,0.04,0.06,0.02,0.06,jon aramburu,Defender,right,176.0,ES1,12000000.0,12000000.0,https://img.a.transfermarkt.technology/portrait/header/661145-1719915615.jpg?lm=1,https://www.transfermarkt.co.uk/jon-aramburu/profil/spieler/661145
93,Mikel Oyarzabal,ESP,AT,27,35,28,"2,250",25.0,9,3,12,5,4,4,4,1,9.9,6.8,2.4,9.2,31,28,133,0.36,0.12,0.48,0.2,0.32,0.4,0.1,0.5,0.27,0.37,mikel oyarzabal,Attack,left,181.0,ES1,30000000.0,70000000.0,https://img.a.transfermarkt.technology/portrait/header/351478-1599987229.jpg?lm=1,https://www.transfermarkt.co.uk/mikel-oyarzabal/profil/spieler/351478
94,Takefusa Kubo,JPN,"MT,AT",23,36,27,"2,372",26.4,5,0,5,5,0,0,5,0,3.6,3.6,4.5,8.0,133,110,218,0.19,0.0,0.19,0.19,0.19,0.14,0.17,0.31,0.14,0.31,takefusa kubo,Attack,left,173.0,ES1,40000000.0,60000000.0,https://img.a.transfermarkt.technology/portrait/header/405398-1697110254.jpg?lm=1,https://www.transfermarkt.co.uk/takefusa-kubo/profil/spieler/405398
95,Igor Zubeldia,ESP,DF,27,28,27,"2,269",25.2,0,0,0,0,0,0,6,1,0.6,0.6,0.4,1.1,22,101,3,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,igor zubeldia,Defender,right,181.0,ES1,18000000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/355628-1664974849.jpg?lm=1,https://www.transfermarkt.co.uk/igor-zubeldia/profil/spieler/355628
96,Javi López,ESP,DF,22,29,21,"1,936",21.5,0,0,0,0,0,0,4,0,0.1,0.1,0.4,0.5,36,73,64,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,javi lopez,Defender,left,183.0,ES1,7500000.0,7500000.0,https://img.a.transfermarkt.technology/portrait/header/568158-1647530894.jpg?lm=1,https://www.transfermarkt.co.uk/javi-lopez/profil/spieler/568158
98,Nayef Aguerd,MAR,DF,28,21,21,"1,760",19.6,0,0,0,0,0,0,5,0,2.4,2.4,0.1,2.5,26,75,1,0.0,0.0,0.0,0.0,0.0,0.12,0.01,0.13,0.12,0.13,nayef aguerd,Defender,left,190.0,ES1,25000000.0,38000000.0,https://img.a.transfermarkt.technology/portrait/header/361914-1659355782.jpg?lm=1,https://www.transfermarkt.co.uk/nayef-aguerd/profil/spieler/361914
99,Brais Méndez,ESP,MT,27,27,19,"1,531",17.0,3,2,5,3,0,0,4,0,3.5,3.5,2.0,5.5,32,91,86,0.18,0.12,0.29,0.18,0.29,0.21,0.12,0.33,0.21,0.33,brais mendez,Midfield,left,184.0,ES1,28000000.0,40000000.0,https://img.a.transfermarkt.technology/portrait/header/309110-1665057568.jpg?lm=1,https://www.transfermarkt.co.uk/brais-mendez/profil/spieler/309110
100,Aritz Elustondo,ESP,DF,30,22,16,"1,457",16.2,0,0,0,0,0,0,2,1,0.4,0.4,0.2,0.6,17,51,4,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,aritz elustondo,Defender,right,180.0,ES1,4000000.0,20000000.0,https://img.a.transfermarkt.technology/portrait/header/229804-1664970965.jpg?lm=1,https://www.transfermarkt.co.uk/aritz-elustondo/profil/spieler/229804
101,Ander Barrenetxea,ESP,"MT,AT",22,30,14,"1,263",14.0,1,3,4,1,0,0,6,0,1.6,1.6,1.9,3.6,43,48,152,0.07,0.21,0.29,0.07,0.29,0.12,0.14,0.26,0.12,0.26,ander barrenetxea,Attack,right,175.0,ES1,18000000.0,20000000.0,https://img.a.transfermarkt.technology/portrait/header/616369-1699472801.jpg?lm=1,https://www.transfermarkt.co.uk/ander-barrenetxea/profil/spieler/616369
102,Pablo Marín,ESP,MT,21,23,14,"1,239",13.8,1,2,3,1,0,0,3,0,1.4,1.4,1.0,2.4,20,45,47,0.07,0.15,0.22,0.07,0.22,0.1,0.07,0.17,0.1,0.17,pablo marin,Midfield,right,178.0,ES1,3000000.0,3000000.0,https://img.a.transfermarkt.technology/portrait/header/907813-1683212131.jpg?lm=1,https://www.transfermarkt.co.uk/pablo-marin/profil/spieler/907813
103,Aihen Muñoz,ESP,DF,26,21,13,"1,098",12.2,0,0,0,0,0,0,5,0,0.2,0.2,0.3,0.4,26,38,28,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04,aihen munoz,Defender,left,175.0,ES1,5000000.0,8000000.0,https://img.a.transfermarkt.technology/portrait/header/517842-1699007158.jpg?lm=1,https://www.transfermarkt.co.uk/aihen-munoz/profil/spieler/517842
104,Beñat Turrientes,ESP,MT,22,21,11,942,10.5,0,0,0,0,0,0,4,0,0.6,0.6,0.2,0.7,18,42,28,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.07,0.05,0.07,benat turrientes,Midfield,right,181.0,ES1,16000000.0,20000000.0,https://img.a.transfermarkt.technology/portrait/header/634431-1702416501.jpg?lm=1,https://www.transfermarkt.co.uk/benat-turrientes/profil/spieler/634431
106,Jon Pacheco,ESP,DF,23,14,9,854,9.5,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,12,27,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,jon pacheco,Defender,left,184.0,ES1,7500000.0,15000000.0,https://img.a.transfermarkt.technology/portrait/header/580560-1631178086.jpg?lm=1,https://www.transfermarkt.co.uk/jon-pacheco/profil/spieler/580560
107,Hamari Traoré,MLI,DF,32,11,9,700,7.8,0,1,1,0,0,0,2,0,0.0,0.0,0.2,0.3,12,26,20,0.0,0.13,0.13,0.0,0.13,0.01,0.03,0.04,0.01,0.04,hamari traore,Defender,right,175.0,ES1,3000000.0,10000000.0,https://img.a.transfermarkt.technology/portrait/header/297070-1664981394.jpg?lm=1,https://www.transfermarkt.co.uk/hamari-traore/profil/spieler/297070
109,Jon Martin,ESP,DF,18,13,6,904,10.0,0,1,1,0,0,0,2,0,0.6,0.6,0.2,0.8,4,34,0,0.0,0.1,0.1,0.0,0.1,0.06,0.02,0.08,0.06,0.08,jon martin,Defender,right,187.0,ES1,2000000.0,2000000.0,https://img.a.transfermarkt.technology/portrait/header/1018938-1732794896.png?lm=1,https://www.transfermarkt.co.uk/jon-martin/profil/spieler/1018938
110,Umar Sadiq,NGA,AT,27,7,2,227,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,5,5,18,0.0,0.0,0.0,0.0,0.0,0.09,0.06,0.15,0.09,0.15,umar sadiq,Attack,right,191.0,ES1,5000000.0,18000000.0,https://img.a.transfermarkt.technology/portrait/header/337715-1728040426.jpg?lm=1,https://www.transfermarkt.co.uk/umar-sadiq/profil/spieler/337715
111,Unai Marrero,ESP,GB,22,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unai marrero,Goalkeeper,right,189.0,ES1,600000.0,600000.0,https://img.a.transfermarkt.technology/portrait/header/625657-1692370133.jpg?lm=1,https://www.transfermarkt.co.uk/unai-marrero/profil/spieler/625657
112,Arsen Zakharyan,RUS,"MT,AT",21,3,1,73,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,0,3,4,1.23,0.0,1.23,1.23,1.23,0.24,0.12,0.36,0.24,0.36,arsen zakharyan,Midfield,right,183.0,ES1,15000000.0,18000000.0,https://img.a.transfermarkt.technology/portrait/header/555143-1683292149.jpg?lm=1,https://www.transfermarkt.co.uk/arsen-zakharyan/profil/spieler/555143
114,Álvaro Odriozola,ESP,DF,28,2,0,43,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,alvaro odriozola,Defender,right,176.0,ES1,1200000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/280730-1579598607.jpg?lm=1,https://www.transfermarkt.co.uk/alvaro-odriozola/profil/spieler/280730
117,Jon Magunazelaia,ESP,MT,23,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jon magunazelaia,Midfield,right,180.0,ES1,1000000.0,1000000.0,https://img.a.transfermarkt.technology/portrait/header/625655-1707947912.jpg?lm=1,https://www.transfermarkt.co.uk/jon-magunazelaia/profil/spieler/625655
118,Bart Verbruggen,NED,GB,21,36,36,"3,240",36.0,0,1,1,0,0,0,5,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,bart verbruggen,Goalkeeper,right,194.0,GB1,25000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/565093-1716990260.jpg?lm=1,https://www.transfermarkt.co.uk/bart-verbruggen/profil/spieler/565093
119,Carlos Baleba,CMR,MT,20,34,31,"2,661",29.6,3,1,4,3,0,0,8,1,3.1,3.1,1.3,4.4,43,118,29,0.1,0.03,0.14,0.1,0.14,0.1,0.05,0.15,0.1,0.15,carlos baleba,Midfield,left,179.0,GB1,35000000.0,35000000.0,https://img.a.transfermarkt.technology/portrait/header/973085-1666690662.jpg?lm=1,https://www.transfermarkt.co.uk/carlos-baleba/profil/spieler/973085
120,Pervis Estupiñán,ECU,DF,26,30,26,"2,402",26.7,1,1,2,1,0,0,5,0,1.2,1.2,2.1,3.3,59,132,112,0.04,0.04,0.07,0.04,0.07,0.04,0.08,0.12,0.04,0.12,pervis estupinan,Defender,left,175.0,GB1,30000000.0,35000000.0,https://img.a.transfermarkt.technology/portrait/header/349599-1668498118.jpg?lm=1,https://www.transfermarkt.co.uk/pervis-estupinan/profil/spieler/349599
121,Danny Welbeck,ENG,AT,33,30,24,"2,115",23.5,10,4,14,9,1,1,5,0,9.6,8.8,1.4,10.1,21,47,95,0.43,0.17,0.6,0.38,0.55,0.41,0.06,0.46,0.37,0.43,danny welbeck,Attack,right,185.0,GB1,5000000.0,18000000.0,https://img.a.transfermarkt.technology/portrait/header/67063-1700673547.jpg?lm=1,https://www.transfermarkt.co.uk/danny-welbeck/profil/spieler/67063
122,Lewis Dunk,ENG,DF,32,25,23,"2,083",23.1,0,0,0,0,0,0,5,0,0.8,0.8,0.5,1.3,20,142,3,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.06,0.03,0.06,lewis dunk,Defender,right,192.0,GB1,8000000.0,27000000.0,https://img.a.transfermarkt.technology/portrait/header/148153-1716297176.jpg?lm=1,https://www.transfermarkt.co.uk/lewis-dunk/profil/spieler/148153
123,Yasin Ayari,SWE,MT,20,34,22,"1,965",21.8,2,1,3,2,0,0,3,0,2.4,2.4,2.3,4.8,30,75,61,0.09,0.05,0.14,0.09,0.14,0.11,0.11,0.22,0.11,0.22,yasin ayari,Midfield,right,172.0,GB1,17000000.0,17000000.0,https://img.a.transfermarkt.technology/portrait/header/667287-1662115248.jpg?lm=1,https://www.transfermarkt.co.uk/yasin-ayari/profil/spieler/667287
124,Jack Hinshelwood,ENG,"MT,DF",19,26,22,"1,842",20.5,5,2,7,5,0,0,5,0,2.7,2.7,1.5,4.2,19,68,54,0.24,0.1,0.34,0.24,0.34,0.13,0.07,0.21,0.13,0.21,jack hinshelwood,Midfield,right,182.0,GB1,24000000.0,24000000.0,https://img.a.transfermarkt.technology/portrait/header/867688-1698353957.jpg?lm=1,https://www.transfermarkt.co.uk/jack-hinshelwood/profil/spieler/867688
125,Joël Veltman,NED,DF,32,21,19,"1,697",18.9,0,0,0,0,0,0,5,0,0.5,0.5,0.5,0.9,32,85,34,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05,joël veltman,Defender,right,184.0,GB1,7000000.0,10000000.0,https://img.a.transfermarkt.technology/portrait/header/111195-1700650522.jpg?lm=1,https://www.transfermarkt.co.uk/joel-veltman/profil/spieler/111195
126,Georginio Rutter,FRA,"MT,AT",22,28,19,"1,656",18.4,5,3,8,5,0,0,2,0,4.6,4.6,2.5,7.1,42,67,79,0.27,0.16,0.43,0.27,0.43,0.25,0.14,0.39,0.25,0.39,georginio rutter,Attack,left,182.0,GB1,32000000.0,32000000.0,https://img.a.transfermarkt.technology/portrait/header/538977-1727785742.jpg?lm=1,https://www.transfermarkt.co.uk/georginio-rutter/profil/spieler/538977
127,Matt O'Riley,DEN,MT,23,21,11,938,10.4,2,2,4,1,1,1,1,0,2.8,2.0,2.4,4.4,22,38,52,0.19,0.19,0.38,0.1,0.29,0.27,0.23,0.5,0.2,0.42,matt o'riley,Midfield,left,189.0,GB1,22000000.0,22000000.0,https://img.a.transfermarkt.technology/portrait/header/406634-1661800636.jpg?lm=1,https://www.transfermarkt.co.uk/matt-oriley/profil/spieler/406634
128,Adam Webster,ENG,DF,29,14,11,887,9.9,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,8,63,2,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,adam webster,Defender,right,190.0,GB1,12000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/212847-1681737411.jpg?lm=1,https://www.transfermarkt.co.uk/adam-webster/profil/spieler/212847
129,Igor,BRA,DF,26,13,10,961,10.7,0,0,0,0,0,0,4,0,0.0,0.0,0.2,0.2,9,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,igor,Defender,left,188.0,GB1,22000000.0,22000000.0,https://img.a.transfermarkt.technology/portrait/header/380350-1700737326.jpg?lm=1,https://www.transfermarkt.co.uk/igor/profil/spieler/380350
130,Tariq Lamptey,GHA,DF,23,15,10,860,9.6,2,2,4,2,0,0,0,0,0.4,0.4,0.8,1.2,32,14,45,0.21,0.21,0.42,0.21,0.42,0.04,0.08,0.12,0.04,0.12,tariq lamptey,Defender,right,163.0,GB1,12000000.0,18000000.0,https://img.a.transfermarkt.technology/portrait/header/504148-1692364960.jpg?lm=1,https://www.transfermarkt.co.uk/tariq-lamptey/profil/spieler/504148
131,Brajan Gruda,GER,"MT,AT",20,21,8,687,7.6,1,4,5,1,0,0,0,0,1.2,1.2,2.1,3.3,22,26,57,0.13,0.52,0.66,0.13,0.66,0.16,0.28,0.43,0.16,0.43,brajan gruda,Attack,left,178.0,GB1,25000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/700106-1699001685.jpg?lm=1,https://www.transfermarkt.co.uk/brajan-gruda/profil/spieler/700106
132,Diego Gómez,PAR,MT,21,16,4,516,5.7,1,0,1,1,0,0,0,0,0.9,0.9,0.7,1.6,8,27,23,0.17,0.0,0.17,0.17,0.17,0.15,0.13,0.28,0.15,0.28,diego gomez,Midfield,right,185.0,GB1,13000000.0,13000000.0,https://img.a.transfermarkt.technology/portrait/header/996897-1710077684.jpg?lm=1,https://www.transfermarkt.co.uk/diego-gomez/profil/spieler/996897
133,James Milner,ENG,MT,38,4,3,170,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,1,10,10,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.21,0.09,0.21,james milner,Midfield,right,175.0,GB1,1000000.0,21000000.0,https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,https://www.transfermarkt.co.uk/james-milner/profil/spieler/3333
134,Julio Enciso,PAR,"MT,AT",20,12,2,294,3.3,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,11,14,17,0.0,0.0,0.0,0.0,0.0,0.31,0.07,0.38,0.31,0.38,julio enciso,Midfield,right,173.0,GB1,22000000.0,22000000.0,https://img.a.transfermarkt.technology/portrait/header/660867-1669388786.jpg?lm=1,https://www.transfermarkt.co.uk/julio-enciso/profil/spieler/660867
