Age,Min,Gls,Ast,npxG,xAG,Sh,SoT,Cmp,Att,KP,PPA,CrsPA,PrgP,Touches,PrgC,Succ,Dis,Rec,Tkl,Int,Blocks,Clr,Recov,Won,CrdY,CrdR,Fls,Fld,Off,Crs,value,days_missed,games_missed,height,Club_Rank,Country_Rank,Pos_FW,Pos_MF,foot_left,foot_right
25.0,980.0,2.0,2.0,2.2,2.0,24.0,12.0,464.0,536.0,26.0,30.0,6.0,70.0,698.0,90.0,26.0,16.0,550.0,18.0,10.0,4.0,6.0,58.0,0.0,2.0,0.0,14.0,0.0,2.0,46.0,16000000.0,178.0,28.0,175.0,99,4,True,False,False,True
32.0,484.0,0.0,0.0,0.2,0.2,4.0,1.0,343.0,395.0,6.0,4.0,0.0,45.0,432.0,5.0,3.0,6.0,342.0,9.0,3.0,8.0,6.0,29.0,6.0,1.0,0.0,7.0,0.0,2.0,2.0,1500000.0,261.0,52.0,187.0,140,6,False,True,False,True
37.0,483.0,0.0,0.0,0.2,1.2,6.0,0.0,185.0,231.0,5.0,2.0,1.0,22.0,299.0,10.0,8.0,6.0,173.0,24.0,11.0,4.0,5.0,28.0,3.0,4.0,0.0,12.0,0.0,0.0,10.0,200000.0,59.0,7.0,181.0,393,2,False,True,True,False
33.0,483.0,0.0,0.0,0.0,0.3,2.0,0.0,171.0,225.0,3.0,2.0,1.0,7.0,273.0,6.0,0.0,2.0,178.0,12.0,3.0,8.0,14.0,10.0,1.0,1.0,0.0,2.0,0.0,2.0,7.0,1000000.0,0.0,0.0,175.0,56,4,False,True,False,True
23.0,482.0,0.0,0.0,0.0,0.1,3.0,0.0,145.0,186.0,3.0,5.0,4.0,11.0,276.0,5.0,5.0,4.0,120.0,21.0,7.0,8.0,36.0,21.0,5.0,1.0,0.0,6.0,0.0,0.0,17.0,3000000.0,72.0,11.0,170.0,198,5,False,False,True,False
29.0,478.0,0.0,0.0,0.3,0.9,10.0,1.0,259.0,326.0,13.0,8.0,6.0,16.0,406.0,14.0,3.0,6.0,251.0,10.0,1.0,13.0,14.0,32.0,4.0,2.0,1.0,5.0,2.0,1.0,39.0,700000.0,31.0,4.0,179.0,720,3,True,False,True,False
20.0,476.0,0.0,0.0,0.0,0.1,1.0,1.0,240.0,272.0,2.0,1.0,0.0,14.0,325.0,12.0,2.0,8.0,212.0,14.0,1.0,1.0,13.0,13.0,6.0,2.0,0.0,8.0,0.0,2.0,0.0,6000000.0,0.0,0.0,185.0,77,7,False,True,False,True
20.0,470.0,0.0,0.0,0.3,0.0,4.0,1.0,126.0,167.0,1.0,2.0,0.0,17.0,214.0,5.0,4.0,10.0,163.0,6.0,0.0,5.0,6.0,12.0,5.0,0.0,0.0,3.0,0.0,0.0,14.0,2200000.0,178.0,24.0,172.0,70,5,False,True,False,True
22.0,1658.0,4.0,2.0,1.0,3.4000000000000004,20.0,6.0,664.0,776.0,18.0,8.0,0.0,80.0,960.0,36.0,16.0,22.0,730.0,34.0,16.0,12.0,14.0,66.0,8.0,2.0,0.0,24.0,2.0,0.0,10.0,9000000.0,45.0,6.0,188.0,48,31,False,True,False,True
21.0,469.0,0.0,1.0,0.3,0.8,3.0,2.0,213.0,260.0,2.0,4.0,2.0,14.0,319.0,2.0,0.0,2.0,203.0,17.0,7.0,4.0,12.0,13.0,10.0,0.0,0.0,1.0,3.0,0.0,11.0,10000000.0,72.0,15.0,181.0,27,7,False,False,False,True
34.0,468.0,0.0,0.0,0.1,0.2,3.0,0.0,257.0,293.0,3.0,5.0,0.0,26.0,340.0,5.0,2.0,3.0,234.0,10.0,8.0,0.0,11.0,33.0,9.0,1.0,0.0,6.0,1.0,1.0,2.0,1400000.0,196.0,35.0,185.0,36,5,False,False,False,True
26.0,467.0,3.0,0.0,4.5,0.3,20.0,9.0,76.0,119.0,3.0,5.0,1.0,6.0,183.0,8.0,4.0,3.0,139.0,2.0,2.0,9.0,4.0,15.0,16.0,1.0,0.0,7.0,1.0,0.0,6.0,3000000.0,443.0,47.0,185.0,128,4,True,False,False,True
27.0,464.0,1.0,0.0,1.1,0.8,12.0,5.0,77.0,130.0,5.0,4.0,0.0,15.0,201.0,11.0,5.0,5.0,124.0,8.0,2.0,15.0,2.0,22.0,2.0,0.0,1.0,10.0,0.0,0.0,9.0,1500000.0,54.0,7.0,167.0,165,15,False,True,True,False
26.0,463.0,1.0,2.0,2.2,0.4,15.0,4.0,160.0,202.0,4.0,3.0,2.0,21.0,283.0,23.0,6.0,10.0,203.0,9.0,2.0,6.0,5.0,22.0,8.0,1.0,0.0,10.0,0.0,1.0,9.0,1800000.0,356.0,48.0,182.0,88,7,False,True,False,False
28.0,460.0,0.0,2.0,0.5,1.4,5.0,2.0,157.0,213.0,9.0,8.0,6.0,9.0,274.0,21.0,9.0,2.0,165.0,3.0,6.0,13.0,16.0,18.0,5.0,0.0,0.0,4.0,0.0,0.0,26.0,2500000.0,301.0,41.0,184.0,16,3,False,True,True,False
32.0,456.0,2.0,0.0,1.5,0.1,13.0,4.0,58.0,87.0,3.0,1.0,0.0,7.0,146.0,0.0,1.0,12.0,104.0,2.0,1.0,1.0,5.0,13.0,19.0,4.0,0.0,6.0,1.0,0.0,0.0,1200000.0,0.0,0.0,181.0,224,3,False,True,True,False
21.0,456.0,0.0,1.0,0.3,1.0,4.0,0.0,166.0,227.0,11.0,8.0,3.0,21.0,298.0,13.0,4.0,12.0,176.0,15.0,10.0,10.0,12.0,28.0,6.0,0.0,0.0,9.0,0.0,0.0,16.0,800000.0,0.0,0.0,177.0,1389,2,False,False,False,True
32.0,456.0,3.0,0.0,1.5,0.3,11.0,5.0,97.0,165.0,5.0,5.0,0.0,13.0,239.0,9.0,2.0,6.0,140.0,6.0,3.0,12.0,5.0,25.0,11.0,3.0,0.0,5.0,0.0,1.0,14.0,1200000.0,0.0,0.0,180.0,80,3,False,True,True,False
23.0,454.0,1.0,1.0,0.2,0.5,3.0,1.0,261.0,302.0,2.0,4.0,1.0,24.0,363.0,8.0,2.0,1.0,245.0,11.0,7.0,4.0,17.0,19.0,10.0,1.0,0.0,9.0,0.0,0.0,3.0,2500000.0,25.0,4.0,191.0,303,1,False,False,False,True
24.0,453.0,0.0,0.0,0.1,0.0,1.0,0.0,155.0,204.0,1.0,3.0,0.0,16.0,259.0,0.0,1.0,3.0,152.0,15.0,5.0,5.0,8.0,21.0,17.0,1.0,0.0,11.0,0.0,1.0,2.0,3000000.0,419.0,41.0,186.0,563,11,False,False,False,True
24.0,452.0,0.0,0.0,0.4,0.0,7.0,0.0,174.0,204.0,1.0,3.0,0.0,19.0,263.0,2.0,2.0,7.0,160.0,16.0,11.0,4.0,10.0,31.0,5.0,1.0,0.0,7.0,1.0,0.0,1.0,25000000.0,533.0,82.0,180.0,56,51,False,True,False,True
18.0,451.0,0.0,0.0,0.8,0.6,12.0,4.0,69.0,103.0,7.0,2.0,0.0,10.0,159.0,6.0,1.0,11.0,125.0,5.0,0.0,2.0,5.0,11.0,16.0,2.0,0.0,6.0,3.0,1.0,1.0,7000000.0,20.0,2.0,194.0,130,10,True,False,False,True
22.0,448.0,0.0,1.0,0.3,0.3,6.0,0.0,159.0,245.0,3.0,6.0,0.0,16.0,319.0,3.0,1.0,0.0,179.0,15.0,9.0,5.0,31.0,13.0,14.0,1.0,0.0,7.0,0.0,0.0,10.0,3000000.0,82.0,14.0,184.0,267,4,False,False,False,True
21.0,447.0,0.0,0.0,1.3,0.1,11.0,1.0,139.0,179.0,3.0,5.0,3.0,14.0,247.0,21.0,10.0,13.0,188.0,13.0,4.0,5.0,2.0,20.0,5.0,0.0,0.0,2.0,1.0,0.0,17.0,700000.0,72.0,4.0,177.0,363,2,True,False,True,False
22.0,447.0,0.0,0.0,1.2,0.8,15.0,5.0,133.0,182.0,5.0,5.0,0.0,27.0,251.0,18.0,17.0,3.0,173.0,9.0,3.0,5.0,1.0,29.0,3.0,3.0,0.0,17.0,2.0,3.0,5.0,1500000.0,4.0,1.0,179.0,85,9,True,False,False,True
21.0,914.0,0.0,0.0,0.0,0.0,2.0,0.0,672.0,754.0,0.0,2.0,0.0,48.0,864.0,6.0,16.0,8.0,638.0,22.0,18.0,12.0,34.0,62.0,12.0,4.0,0.0,4.0,2.0,2.0,2.0,4000000.0,0.0,0.0,196.0,5,1,False,False,True,False
36.0,445.0,2.0,0.0,2.7,1.0,18.0,7.0,92.0,158.0,9.0,6.0,0.0,17.0,225.0,1.0,0.0,2.0,168.0,1.0,0.0,5.0,3.0,9.0,56.0,5.0,0.0,25.0,1.0,0.0,0.0,700000.0,249.0,23.0,188.0,327,9,False,True,False,True
28.0,443.0,0.0,1.0,0.6,0.6,10.0,1.0,193.0,248.0,4.0,8.0,3.0,37.0,303.0,15.0,5.0,4.0,189.0,5.0,4.0,5.0,5.0,37.0,3.0,3.0,0.0,5.0,0.0,1.0,12.0,1800000.0,0.0,0.0,175.0,80,3,False,True,False,True
19.0,441.0,0.0,0.0,0.5,0.4,5.0,2.0,57.0,80.0,5.0,4.0,0.0,7.0,124.0,5.0,2.0,4.0,90.0,3.0,0.0,3.0,2.0,4.0,6.0,0.0,0.0,9.0,0.0,0.0,1.0,150000.0,0.0,0.0,180.0,363,2,True,False,True,False
23.0,441.0,0.0,0.0,0.3,0.1,2.0,0.0,205.0,240.0,2.0,1.0,1.0,7.0,294.0,0.0,0.0,1.0,182.0,11.0,10.0,3.0,14.0,24.0,11.0,2.0,0.0,6.0,0.0,1.0,2.0,8000000.0,343.0,42.0,188.0,119,12,False,False,False,True
21.0,438.0,0.0,0.0,0.2,0.1,4.0,0.0,281.0,317.0,1.0,1.0,0.0,16.0,370.0,1.0,0.0,0.0,247.0,4.0,5.0,1.0,26.0,19.0,8.0,1.0,0.0,12.0,1.0,0.0,0.0,8000000.0,209.0,31.0,191.0,322,2,False,False,True,False
36.0,437.0,0.0,0.0,0.8,0.2,7.0,0.0,125.0,163.0,3.0,5.0,0.0,19.0,211.0,2.0,4.0,8.0,161.0,3.0,4.0,4.0,1.0,17.0,2.0,0.0,0.0,4.0,2.0,1.0,8.0,1500000.0,177.0,32.0,169.0,82,50,True,False,False,True
22.0,432.0,0.0,0.0,0.1,0.2,1.0,0.0,311.0,339.0,2.0,1.0,0.0,12.0,407.0,1.0,0.0,0.0,264.0,6.0,9.0,1.0,30.0,17.0,8.0,0.0,1.0,4.0,0.0,2.0,0.0,7500000.0,316.0,42.0,187.0,175,8,False,False,False,True
19.0,430.0,2.0,0.0,1.5,0.3,6.0,3.0,174.0,226.0,3.0,4.0,2.0,15.0,289.0,22.0,5.0,7.0,179.0,8.0,9.0,8.0,6.0,37.0,5.0,1.0,0.0,5.0,1.0,0.0,29.0,800000.0,136.0,12.0,176.0,48,49,False,False,True,False
30.0,426.0,0.0,0.0,0.5,0.9,8.0,3.0,126.0,180.0,5.0,6.0,4.0,13.0,242.0,15.0,8.0,4.0,135.0,11.0,5.0,4.0,11.0,24.0,6.0,2.0,0.0,5.0,0.0,0.0,22.0,800000.0,0.0,0.0,188.0,327,5,False,False,False,True
23.0,900.0,0.0,0.0,0.0,0.0,2.0,0.0,358.0,402.0,0.0,0.0,0.0,14.0,482.0,2.0,2.0,6.0,332.0,10.0,8.0,8.0,30.0,16.0,10.0,4.0,2.0,18.0,0.0,0.0,0.0,4000000.0,71.0,11.0,184.0,363,2,False,False,False,True
30.0,424.0,0.0,3.0,0.2,1.6,2.0,0.0,214.0,264.0,6.0,9.0,6.0,14.0,318.0,4.0,3.0,0.0,183.0,11.0,5.0,5.0,21.0,20.0,8.0,2.0,1.0,5.0,0.0,0.0,18.0,1500000.0,55.0,12.0,182.0,28,65,False,False,False,True
22.0,422.0,5.0,0.0,1.3,0.6,14.0,10.0,95.0,127.0,7.0,3.0,0.0,11.0,192.0,13.0,6.0,3.0,108.0,12.0,7.0,3.0,2.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,8000000.0,109.0,27.0,179.0,742,27,False,True,False,True
29.0,419.0,1.0,1.0,2.6,0.8,13.0,3.0,79.0,113.0,8.0,2.0,0.0,7.0,194.0,11.0,6.0,14.0,144.0,2.0,1.0,6.0,6.0,25.0,8.0,1.0,0.0,7.0,1.0,0.0,3.0,5000000.0,3.0,0.0,180.0,55,1,True,False,False,True
25.0,418.0,0.0,0.0,0.7,0.0,6.0,0.0,148.0,189.0,1.0,1.0,1.0,22.0,234.0,2.0,1.0,3.0,151.0,10.0,2.0,6.0,4.0,25.0,10.0,1.0,0.0,8.0,1.0,0.0,3.0,1500000.0,0.0,0.0,184.0,274,3,False,True,False,True
27.0,416.0,1.0,0.0,2.1,0.1,10.0,4.0,61.0,96.0,2.0,2.0,0.0,7.0,167.0,6.0,4.0,19.0,113.0,6.0,0.0,4.0,7.0,18.0,13.0,0.0,0.0,8.0,1.0,0.0,2.0,16000000.0,318.0,37.0,183.0,40,44,True,False,False,True
21.0,416.0,1.0,0.0,0.6,0.4,10.0,3.0,203.0,254.0,2.0,2.0,0.0,22.0,343.0,4.0,6.0,0.0,172.0,28.0,10.0,2.0,7.0,26.0,9.0,5.0,0.0,17.0,0.0,2.0,2.0,1800000.0,21.0,2.0,180.0,90,44,False,True,False,True
25.0,1022.0,2.0,4.0,1.8,1.2,14.0,4.0,292.0,384.0,12.0,8.0,2.0,14.0,574.0,50.0,26.0,18.0,364.0,26.0,2.0,10.0,8.0,64.0,8.0,4.0,0.0,28.0,2.0,2.0,38.0,6000000.0,161.0,27.0,183.0,16,31,False,True,False,True
24.0,908.0,2.0,0.0,3.0,1.7999999999999998,28.0,14.0,176.0,244.0,14.0,16.0,6.0,26.0,384.0,56.0,28.0,22.0,282.0,10.0,4.0,4.0,4.0,22.0,8.0,0.0,0.0,16.0,0.0,0.0,32.0,13000000.0,153.0,27.0,185.0,128,20,True,False,False,True
26.0,1628.0,6.0,4.0,5.8,3.5999999999999996,40.0,18.0,472.0,652.0,38.0,46.0,16.0,70.0,882.0,70.0,34.0,24.0,630.0,10.0,4.0,18.0,12.0,54.0,16.0,2.0,0.0,8.0,0.0,2.0,74.0,5000000.0,14.0,2.0,183.0,25,21,True,False,False,True
23.0,414.0,3.0,0.0,0.3,0.6,8.0,4.0,50.0,72.0,7.0,2.0,0.0,8.0,128.0,12.0,5.0,15.0,91.0,7.0,0.0,10.0,3.0,15.0,3.0,2.0,0.0,10.0,0.0,0.0,3.0,2000000.0,322.0,35.0,189.0,85,9,True,False,False,True
26.0,412.0,1.0,1.0,1.9,0.7,8.0,4.0,93.0,144.0,6.0,1.0,0.0,11.0,213.0,8.0,5.0,2.0,131.0,4.0,0.0,1.0,5.0,17.0,4.0,0.0,0.0,4.0,0.0,0.0,19.0,900000.0,0.0,0.0,185.0,489,10,False,True,False,False
24.0,412.0,0.0,0.0,0.5,0.5,5.0,2.0,220.0,246.0,2.0,0.0,0.0,7.0,304.0,0.0,1.0,1.0,197.0,12.0,5.0,0.0,25.0,14.0,17.0,1.0,0.0,5.0,0.0,0.0,0.0,42000000.0,446.0,59.0,193.0,43,7,False,False,True,False
21.0,407.0,0.0,0.0,0.1,0.0,2.0,0.0,98.0,130.0,0.0,0.0,0.0,10.0,183.0,1.0,1.0,6.0,92.0,8.0,2.0,4.0,12.0,22.0,5.0,1.0,0.0,6.0,0.0,1.0,2.0,3000000.0,139.0,19.0,181.0,563,10,False,True,False,True
20.0,406.0,0.0,0.0,0.1,0.0,4.0,0.0,184.0,227.0,1.0,3.0,3.0,17.0,265.0,12.0,2.0,6.0,186.0,4.0,2.0,5.0,7.0,20.0,14.0,1.0,0.0,6.0,1.0,2.0,7.0,5000000.0,3.0,1.0,190.0,94,9,False,False,False,False
30.0,404.0,0.0,0.0,0.4,0.2,4.0,1.0,54.0,90.0,1.0,0.0,0.0,4.0,129.0,3.0,1.0,5.0,94.0,2.0,0.0,1.0,7.0,10.0,26.0,0.0,0.0,4.0,0.0,0.0,0.0,3000000.0,116.0,22.0,190.0,282,2,True,False,False,True
28.0,400.0,0.0,0.0,1.5,0.3,9.0,2.0,60.0,80.0,5.0,1.0,0.0,5.0,108.0,6.0,2.0,4.0,81.0,1.0,0.0,1.0,1.0,7.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4500000.0,0.0,0.0,185.0,24,44,True,False,True,False
25.0,396.0,0.0,1.0,0.1,0.6,4.0,1.0,137.0,195.0,8.0,6.0,6.0,8.0,247.0,13.0,9.0,5.0,125.0,9.0,3.0,6.0,11.0,32.0,4.0,0.0,0.0,2.0,0.0,0.0,37.0,1500000.0,26.0,5.0,183.0,1526,35,False,False,True,False
24.0,396.0,0.0,1.0,0.5,0.9,6.0,1.0,152.0,208.0,10.0,2.0,1.0,20.0,242.0,3.0,2.0,5.0,141.0,8.0,1.0,6.0,7.0,28.0,1.0,0.0,0.0,1.0,0.0,4.0,24.0,1000000.0,9.0,1.0,179.0,107,3,False,True,True,False
19.0,814.0,0.0,2.0,1.6,1.0,12.0,2.0,160.0,210.0,4.0,0.0,0.0,14.0,310.0,6.0,0.0,8.0,196.0,14.0,4.0,8.0,22.0,32.0,10.0,0.0,0.0,10.0,0.0,0.0,4.0,4000000.0,51.0,9.0,187.0,70,9,False,True,False,True
26.0,1488.0,0.0,0.0,0.8,2.4000000000000004,12.0,0.0,716.0,932.0,20.0,22.0,2.0,106.0,1118.0,20.0,12.0,4.0,606.0,26.0,36.0,12.0,30.0,120.0,40.0,0.0,0.0,32.0,0.0,4.0,22.0,4000000.0,50.0,9.0,183.0,23,10,False,True,False,True
20.0,391.0,0.0,1.0,0.2,1.2,2.0,1.0,172.0,217.0,6.0,8.0,7.0,16.0,274.0,15.0,5.0,7.0,151.0,9.0,5.0,6.0,2.0,27.0,4.0,2.0,0.0,10.0,1.0,0.0,17.0,7000000.0,29.0,3.0,176.0,35,2,True,False,True,False
20.0,388.0,1.0,0.0,0.4,0.1,5.0,2.0,127.0,168.0,3.0,1.0,1.0,12.0,222.0,8.0,2.0,5.0,115.0,9.0,1.0,4.0,11.0,15.0,5.0,4.0,1.0,9.0,0.0,0.0,7.0,900000.0,0.0,0.0,189.0,98,2,False,False,False,True
31.0,388.0,0.0,0.0,0.1,0.0,2.0,1.0,207.0,248.0,0.0,1.0,0.0,18.0,296.0,3.0,6.0,1.0,172.0,13.0,4.0,3.0,11.0,19.0,4.0,1.0,0.0,6.0,0.0,1.0,3.0,4500000.0,145.0,22.0,175.0,46,6,False,False,False,True
28.0,387.0,0.0,0.0,0.4,0.3,10.0,1.0,124.0,182.0,6.0,9.0,7.0,21.0,244.0,5.0,7.0,6.0,113.0,14.0,2.0,4.0,5.0,18.0,7.0,0.0,0.0,6.0,0.0,0.0,28.0,1000000.0,63.0,5.0,185.0,85,2,False,False,False,True
24.0,386.0,1.0,2.0,0.6,0.5,7.0,4.0,87.0,114.0,5.0,1.0,1.0,7.0,151.0,5.0,3.0,9.0,107.0,6.0,1.0,3.0,6.0,16.0,2.0,0.0,0.0,0.0,0.0,1.0,11.0,4000000.0,175.0,21.0,175.0,65,5,False,True,False,True
31.0,383.0,0.0,2.0,0.2,1.5,9.0,3.0,164.0,201.0,8.0,9.0,0.0,32.0,242.0,3.0,3.0,5.0,163.0,12.0,1.0,4.0,4.0,16.0,7.0,2.0,0.0,9.0,1.0,0.0,3.0,2500000.0,285.0,35.0,181.0,266,25,False,True,True,False
21.0,383.0,1.0,0.0,0.6,0.4,8.0,3.0,220.0,252.0,7.0,5.0,0.0,18.0,305.0,18.0,4.0,8.0,232.0,10.0,4.0,9.0,7.0,19.0,4.0,2.0,0.0,4.0,2.0,1.0,6.0,5000000.0,249.0,39.0,179.0,51,2,False,True,True,False
29.0,382.0,0.0,0.0,0.2,0.1,3.0,0.0,361.0,374.0,1.0,0.0,0.0,20.0,417.0,3.0,0.0,0.0,309.0,7.0,3.0,0.0,16.0,25.0,7.0,1.0,0.0,4.0,0.0,0.0,0.0,15000000.0,84.0,17.0,188.0,113,41,False,False,False,True
24.0,382.0,0.0,0.0,0.2,1.3,4.0,0.0,162.0,235.0,9.0,4.0,2.0,15.0,295.0,17.0,7.0,4.0,175.0,13.0,7.0,10.0,15.0,24.0,3.0,1.0,0.0,5.0,0.0,2.0,23.0,3500000.0,5.0,1.0,180.0,35,2,False,False,True,False
27.0,382.0,0.0,1.0,0.6,0.3,9.0,3.0,194.0,233.0,6.0,7.0,3.0,27.0,292.0,10.0,5.0,1.0,193.0,10.0,6.0,3.0,5.0,24.0,0.0,1.0,0.0,4.0,0.0,2.0,9.0,3500000.0,61.0,7.0,185.0,71,10,False,True,False,True
19.0,379.0,1.0,0.0,0.3,0.4,4.0,1.0,173.0,206.0,1.0,1.0,0.0,10.0,298.0,1.0,0.0,0.0,151.0,10.0,9.0,2.0,53.0,9.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,2000000.0,3.0,0.0,186.0,71,9,False,False,True,False
23.0,379.0,0.0,0.0,0.1,0.0,1.0,1.0,190.0,236.0,1.0,1.0,0.0,14.0,268.0,5.0,1.0,2.0,163.0,5.0,4.0,4.0,14.0,17.0,10.0,3.0,1.0,5.0,0.0,0.0,5.0,4500000.0,46.0,7.0,180.0,80,4,False,False,False,True
30.0,378.0,2.0,0.0,3.3,0.6,15.0,8.0,84.0,141.0,7.0,5.0,0.0,12.0,221.0,2.0,1.0,10.0,148.0,10.0,0.0,8.0,14.0,16.0,27.0,1.0,0.0,8.0,2.0,1.0,2.0,5000000.0,116.0,17.0,192.0,207,21,True,False,False,True
20.0,375.0,0.0,1.0,0.1,0.4,3.0,1.0,110.0,133.0,3.0,0.0,0.0,13.0,169.0,3.0,4.0,7.0,102.0,9.0,3.0,1.0,6.0,13.0,0.0,3.0,0.0,6.0,1.0,1.0,8.0,6000000.0,190.0,26.0,175.0,130,10,True,False,False,True
29.0,1014.0,4.0,4.0,3.0,2.0,38.0,14.0,224.0,316.0,16.0,14.0,2.0,28.0,482.0,24.0,2.0,20.0,326.0,6.0,2.0,24.0,10.0,34.0,26.0,2.0,0.0,8.0,4.0,8.0,8.0,4000000.0,68.0,14.0,186.0,303,6,True,False,False,True
22.0,374.0,0.0,0.0,0.6,0.3,5.0,0.0,104.0,161.0,6.0,5.0,3.0,10.0,225.0,10.0,6.0,5.0,111.0,8.0,4.0,5.0,14.0,19.0,5.0,0.0,0.0,6.0,2.0,1.0,17.0,1000000.0,0.0,0.0,183.0,357,5,False,False,False,True
24.0,373.0,0.0,0.0,0.7,0.3,9.0,3.0,62.0,82.0,5.0,2.0,0.0,9.0,132.0,12.0,7.0,9.0,96.0,3.0,1.0,4.0,0.0,11.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,1500000.0,189.0,11.0,192.0,211,2,True,False,False,True
23.0,372.0,0.0,0.0,0.5,0.1,3.0,3.0,45.0,91.0,3.0,6.0,0.0,10.0,139.0,4.0,2.0,2.0,99.0,6.0,2.0,4.0,7.0,13.0,17.0,2.0,0.0,5.0,3.0,1.0,1.0,1200000.0,15.0,3.0,189.0,60,21,True,False,False,True
21.0,371.0,1.0,2.0,1.8,1.1,17.0,4.0,240.0,292.0,10.0,6.0,0.0,44.0,339.0,10.0,4.0,4.0,253.0,5.0,1.0,4.0,3.0,15.0,1.0,1.0,0.0,0.0,0.0,3.0,12.0,30000000.0,72.0,18.0,170.0,77,4,False,True,True,False
27.0,370.0,0.0,1.0,0.5,0.2,11.0,3.0,92.0,158.0,4.0,3.0,3.0,9.0,231.0,7.0,1.0,5.0,164.0,11.0,5.0,10.0,5.0,20.0,4.0,3.0,0.0,12.0,1.0,1.0,18.0,1000000.0,98.0,8.0,177.0,110,3,True,False,False,True
32.0,370.0,0.0,0.0,0.4,0.1,6.0,1.0,40.0,53.0,3.0,0.0,0.0,4.0,95.0,5.0,1.0,12.0,60.0,2.0,1.0,4.0,1.0,11.0,2.0,1.0,0.0,4.0,1.0,1.0,2.0,8000000.0,352.0,57.0,180.0,55,4,True,False,False,True
17.0,366.0,0.0,1.0,0.2,0.3,3.0,0.0,67.0,96.0,3.0,5.0,1.0,9.0,142.0,12.0,2.0,7.0,107.0,2.0,1.0,5.0,4.0,11.0,1.0,0.0,0.0,3.0,2.0,0.0,16.0,18000000.0,63.0,14.0,180.0,808,4,True,False,False,True
24.0,364.0,0.0,0.0,0.1,0.0,2.0,1.0,154.0,188.0,2.0,4.0,1.0,15.0,228.0,0.0,1.0,3.0,146.0,11.0,5.0,1.0,9.0,21.0,5.0,2.0,0.0,6.0,0.0,1.0,1.0,2500000.0,0.0,0.0,178.0,110,3,False,True,False,True
29.0,364.0,1.0,1.0,0.5,0.7,7.0,2.0,191.0,225.0,8.0,5.0,0.0,17.0,263.0,1.0,1.0,2.0,192.0,9.0,2.0,6.0,5.0,20.0,1.0,2.0,0.0,10.0,0.0,1.0,4.0,3500000.0,7.0,2.0,178.0,50,10,False,True,False,True
18.0,363.0,1.0,0.0,2.5,0.5,24.0,6.0,59.0,75.0,4.0,2.0,0.0,8.0,127.0,12.0,4.0,3.0,103.0,1.0,4.0,0.0,1.0,7.0,6.0,1.0,0.0,10.0,1.0,0.0,2.0,35000000.0,62.0,7.0,173.0,3,5,True,False,True,False
33.0,362.0,0.0,0.0,2.4,0.1,11.0,3.0,56.0,84.0,5.0,3.0,1.0,3.0,130.0,2.0,0.0,5.0,96.0,5.0,1.0,5.0,2.0,7.0,6.0,1.0,0.0,9.0,0.0,0.0,4.0,500000.0,0.0,0.0,185.0,880,3,True,False,True,False
25.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,247.0,0.0,0.0,0.0,9.0,303.0,1.0,1.0,1.0,202.0,4.0,2.0,0.0,35.0,14.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,600000.0,0.0,0.0,193.0,70,27,False,False,False,True
19.0,361.0,1.0,1.0,0.7,0.2,10.0,3.0,51.0,78.0,3.0,2.0,1.0,2.0,149.0,8.0,7.0,10.0,110.0,3.0,1.0,2.0,2.0,12.0,1.0,1.0,0.0,4.0,1.0,0.0,12.0,600000.0,100.0,17.0,182.0,363,2,False,True,False,False
23.0,358.0,1.0,1.0,0.6,0.6,13.0,4.0,88.0,129.0,6.0,2.0,2.0,7.0,186.0,15.0,9.0,6.0,138.0,4.0,2.0,7.0,0.0,20.0,1.0,0.0,0.0,6.0,0.0,1.0,15.0,3000000.0,80.0,12.0,186.0,322,8,True,False,False,True
23.0,1388.0,2.0,0.0,3.2,1.2,16.0,6.0,406.0,540.0,22.0,22.0,6.0,62.0,684.0,36.0,8.0,16.0,506.0,26.0,8.0,20.0,20.0,54.0,10.0,4.0,0.0,8.0,0.0,2.0,18.0,1500000.0,0.0,0.0,175.0,66,3,True,False,False,True
25.0,358.0,0.0,0.0,0.7,0.2,6.0,3.0,76.0,118.0,3.0,2.0,1.0,8.0,156.0,6.0,3.0,0.0,80.0,2.0,3.0,3.0,8.0,9.0,13.0,2.0,1.0,5.0,2.0,2.0,7.0,2500000.0,160.0,25.0,183.0,563,26,True,False,True,False
19.0,357.0,0.0,0.0,0.1,0.0,2.0,2.0,153.0,180.0,1.0,2.0,0.0,16.0,223.0,2.0,0.0,5.0,143.0,17.0,1.0,3.0,9.0,10.0,2.0,2.0,0.0,8.0,0.0,0.0,1.0,3000000.0,16.0,4.0,186.0,130,10,False,False,False,True
21.0,357.0,0.0,1.0,0.6,0.2,7.0,0.0,176.0,212.0,2.0,1.0,0.0,8.0,276.0,8.0,4.0,0.0,170.0,14.0,4.0,4.0,14.0,23.0,5.0,3.0,0.0,8.0,0.0,1.0,2.0,10000000.0,0.0,0.0,186.0,13,6,False,False,False,True
